176	4	46
177	4	40
176	5	38
119	8	1
120	8	1
121	8	2
122	8	1
123	8	2
27	9	32
28	9	49
29	9	29
118	9	2
119	9	3
120	9	2
121	9	4
122	9	3
123	9	3
124	9	2
27	10	14
28	10	52
29	10	67
117	10	2
118	10	3
119	10	3
120	10	34
121	10	86
122	10	47
123	10	7
124	10	3
125	10	1
117	11	1
118	11	3
119	11	30
120	11	278
121	11	389
122	11	346
123	11	67
124	11	3
125	11	3
37	12	18
117	12	2
118	12	4
119	12	68
120	12	414
121	12	545
122	12	461
123	12	165
124	12	4
125	12	2
37	13	72
38	13	73
39	13	34
40	13	50
41	13	32
117	13	2
118	13	3
119	13	48
120	13	348
121	13	527
122	13	402
123	13	106
124	13	4
125	13	3
38	14	27
39	14	41
40	14	10
41	14	30
42	14	35
45	14	7
117	14	2
118	14	3
119	14	6
120	14	69
121	14	162
122	14	100
123	14	13
124	14	3
125	14	2
158	14	13
42	15	29
43	15	32
44	15	63
45	15	55
46	15	16
118	15	2
119	15	3
120	15	3
121	15	4
122	15	3
123	15	3
124	15	2
125	15	1
157	15	31
158	15	93
119	16	2
120	16	2
121	16	2
122	16	3
123	16	2
124	16	1
157	16	1
158	16	41
167	22	42
168	22	74
167	23	83
169	23	25
170	23	43
168	24	30
169	24	42
170	24	41
168	25	57
169	25	17
168	26	36
169	26	15
168	27	34
169	27	27
168	28	37
167	29	32
168	29	17
165	30	16
166	30	27
167	30	16
213	30	6
214	30	49
165	31	32
214	31	13
164	32	17
165	32	27
100	38	1
101	38	1
144	38	2
145	38	2
146	38	2
147	38	2
98	39	2
99	39	3
100	39	2
101	39	3
102	39	2
143	39	2
144	39	27
145	39	121
146	39	96
147	39	7
148	39	1
97	40	2
98	40	3
99	40	39
100	40	87
101	40	49
102	40	3
103	40	2
143	40	2
144	40	72
145	40	245
146	40	213
147	40	34
148	40	2
97	41	2
98	41	23
99	41	214
100	41	343
101	41	232
102	41	28
103	41	1
143	41	2
144	41	40
145	41	149
146	41	128
147	41	14
148	41	1
97	42	2
98	42	32
99	42	266
100	42	390
101	42	259
102	42	38
103	42	2
104	42	1
144	42	2
145	42	4
146	42	3
147	42	2
97	43	1
98	43	3
99	43	85
100	43	181
101	43	101
102	43	4
103	43	1
