201	3	14
201	4	158
202	4	23
201	5	48
186	6	2
187	6	2
188	6	2
189	6	1
190	6	2
201	6	32
185	7	2
186	7	2
187	7	3
188	7	2
189	7	3
190	7	2
191	7	2
200	7	33
201	7	42
119	8	1
120	8	1
184	8	2
185	8	2
186	8	8
187	8	91
188	8	143
189	8	67
190	8	5
191	8	2
192	8	1
200	8	58
201	8	23
117	9	2
118	9	3
119	9	2
120	9	2
121	9	2
122	9	1
184	9	2
185	9	3
186	9	64
187	9	341
188	9	450
189	9	274
190	9	36
191	9	3
192	9	1
200	9	33
116	10	2
117	10	3
118	10	30
119	10	67
120	10	41
121	10	3
122	10	2
184	10	2
185	10	2
186	10	85
187	10	353
188	10	488
189	10	355
190	10	52
191	10	2
192	10	2
199	10	30
200	10	8
116	11	3
117	11	22
118	11	206
119	11	346
120	11	247
121	11	32
122	11	3
123	11	1
184	11	1
185	11	2
186	11	26
187	11	185
188	11	275
189	11	148
190	11	14
191	11	2
192	11	1
198	11	15
199	11	27
116	12	2
117	12	38
118	12	284
119	12	366
120	12	312
121	12	54
122	12	2
123	12	1
185	12	1
186	12	3
187	12	10
188	12	26
189	12	7
190	12	3
191	12	2
197	12	13
198	12	30
116	13	3
117	13	10
118	13	133
119	13	279
120	13	176
121	13	21
122	13	3
135	13	1
136	13	4
137	13	19
138	13	2
186	13	2
187	13	2
188	13	2
189	13	2
190	13	1
196	13	6
197	13	39
116	14	2
117	14	3
118	14	6
119	14	26
120	14	8
121	14	3
122	14	2
135	14	5
136	14	111
137	14	151
138	14	48
139	14	2
187	14	1
188	14	1
189	14	1
195	14	32
196	14	28
117	15	2
118	15	2
119	15	2
120	15	2
121	15	2
135	15	19
136	15	168
137	15	247
138	15	77
139	15	1
193	15	37
194	15	30
195	15	19
135	16	2
136	16	52
137	16	80
138	16	17
139	16	1
191	16	33
192	16	38
193	16	31
61	17	1
62	17	1
63	17	2
64	17	2
65	17	2
66	17	1
136	17	2
137	17	1
190	17	11
191	17	25
61	18	2
62	18	3
63	18	4
64	18	5
65	18	3
66	18	2
67	18	1
60	19	2
61	19	3
62	19	34
63	19	167
64	19	199
65	19	81
66	19	5
