245	9	9
246	9	17
247	9	33
244	10	44
245	10	66
246	10	36
247	10	47
244	11	15
245	11	35
246	11	34
247	11	6
248	30	5
247	31	22
248	31	38
247	32	40
248	32	14
134	38	33
135	38	14
134	39	15
166	50	38
166	51	31
165	52	9
166	52	33
165	53	40
166	53	48
164	54	9
165	54	40
166	54	2
164	55	33
165	55	45
167	55	33
168	55	38
165	56	15
166	56	38
167	56	31
169	58	19
170	58	94
176	58	20
169	59	39
170	59	62
175	59	3
176	59	32
175	60	9
176	60	19
175	61	22
175	62	28
73	67	1
74	67	2
75	67	2
76	67	2
77	67	1
72	68	1
73	68	3
74	68	4
75	68	3
76	68	3
77	68	2
78	68	1
71	69	1
72	69	2
73	69	17
74	69	117
75	69	193
76	69	74
77	69	4
78	69	2
71	70	2
72	70	3
73	70	86
74	70	366
75	70	402
76	70	271
77	70	27
78	70	2
71	71	1
72	71	3
73	71	95
74	71	364
75	71	458
76	71	279
77	71	29
78	71	2
79	71	1
71	72	2
72	72	2
73	72	20
74	72	145
75	72	228
76	72	91
77	72	3
78	72	2
72	73	2
73	73	2
74	73	3
75	73	6
76	73	3
77	73	2
78	73	2
73	74	2
74	74	2
75	74	2
76	74	1
77	74	1
134	80	14
136	80	17
137	80	18
133	81	34
134	81	25
135	81	38
136	81	41
137	81	17
116	83	34
117	83	30
116	84	62
117	84	80
118	84	34
117	85	15
118	85	25
118	86	18
119	86	29
120	86	2
117	87	19
118	87	133
119	87	158
120	87	36
121	87	1
117	88	26
118	88	152
119	88	194
120	88	40
117	89	2
118	89	35
119	89	42
120	89	3
164	91	44
165	91	47
164	92	34
165	92	47
166	92	28
164	93	12
165	93	39
166	93	26
26	100	1
23	101	1
24	101	2
25	101	2
26	101	2
27	101	1
68	101	1
69	101	2
22	102	1
23	102	2
24	102	41
25	102	90
26	102	47
27	102	2
28	102	1
66	102	2
67	102	3
68	102	2
69	102	3
70	102	2
71	102	2
22	103	2
23	103	13
24	103	191
25	103	352
26	103	227
27	103	28
28	103	2
47	103	20
48	103	28
49	103	43
50	103	5
65	103	1
66	103	3
67	103	6
68	103	45
69	103	39
70	103	5
71	103	2
72	103	2
22	104	1
23	104	19
24	104	227
25	104	371
26	104	246
27	104	32
28	104	2
46	104	45
47	104	49
48	104	41
49	104	41
50	104	81
51	104	28
65	104	3
66	104	4
67	104	116
68	104	334
69	104	306
70	104	108
71	104	4
72	104	2
22	105	1
23	105	2
24	105	66
25	105	149
26	105	86
27	105	2
28	105	2
46	105	13
47	105	2
50	105	24
64	105	1
65	105	2
66	105	14
67	105	248
68	105	451
69	105	451
70	105	261
71	105	9
72	105	3
23	106	2
24	106	2
25	106	2
26	106	2
27	106	2
65	106	3
66	106	7
67	106	192
68	106	391
69	106	409
70	106	181
71	106	7
72	106	2
24	107	1
25	107	1
26	107	1
65	107	2
66	107	3
67	107	29
68	107	121
69	107	121
70	107	32
71	107	3
72	107	2
65	108	1
66	108	2
67	108	3
68	108	3
69	108	3
70	108	2
71	108	3
67	109	2
68	109	3
69	109	2
70	109	1
62	128	16
63	128	40
64	128	11
213	128	35
214	128	33
62	129	67
63	129	94
64	129	54
213	129	32
214	129	31
235	129	81
236	129	29
62	130	13
63	130	11
66	130	43
235	130	57
236	130	2
65	131	12
66	131	32
64	132	26
65	132	31
62	133	14
63	133	25
64	133	14
62	134	29
62	135	36
62	136	26
62	137	24
63	137	21
202	137	15
140	142	1
140	143	2
141	143	2
142	143	2
143	143	1
139	144	2
140	144	23
141	144	96
142	144	84
143	144	11
144	144	2
139	145	2
140	145	108
141	145	311
142	145	340
143	145	70
144	145	2
139	146	2
140	146	103
141	146	307
142	146	310
143	146	66
144	146	2
139	147	2
140	147	17
141	147	80
142	147	67
143	147	4
144	147	2
74	148	17
75	148	28
140	148	2
141	148	2
142	148	2
143	148	2
74	149	83
75	149	119
76	149	27
74	150	55
75	150	76
76	150	14
202	153	14
201	154	24
202	154	69
203	154	13
202	155	65
203	155	25
205	155	3
206	155	40
207	155	13
179	156	2
180	156	2
181	156	2
182	156	2
183	156	1
205	156	35
206	156	110
207	156	52
178	157	2
179	157	2
180	157	31
181	157	37
182	157	3
183	157	2
205	157	2
206	157	44
207	157	14
209	157	16
178	158	2
179	158	46
180	158	232
181	158	263
182	158	104
183	158	3
184	158	1
208	158	40
209	158	25
177	159	1
178	159	2
179	159	96
180	159	352
181	159	379
182	159	171
183	159	3
184	159	2
207	159	12
208	159	44
178	160	2
179	160	42
180	160	228
181	160	268
182	160	86
183	160	3
184	160	2
178	161	2
179	161	2
180	161	26
181	161	33
182	161	3
183	161	2
184	161	2
179	162	2
180	162	2
181	162	2
182	162	2
122	166	12
123	166	10
122	167	62
123	167	61
253	167	3
254	167	19
97	168	16
122	168	19
123	168	10
253	168	43
254	168	64
97	169	27
98	169	14
254	169	10
61	170	35
62	170	11
61	171	73
62	171	18
61	172	35
62	172	42
63	172	94
64	172	20
63	173	70
64	173	26
44	174	72
45	174	17
93	174	30
94	174	47
97	174	2
44	175	59
45	175	46
93	175	24
94	175	67
95	175	24
96	175	32
97	175	37
45	176	38
46	176	12
93	176	29
94	176	74
95	176	38
96	176	12
45	177	39
46	177	35
94	177	5
59	194	24
60	194	32
61	194	19
59	195	25
60	195	20
61	195	17
62	195	26
63	195	35
63	196	16
64	196	33
64	197	17
65	197	21
65	198	30
65	199	17
66	199	31
138	199	15
139	199	20
66	200	36
67	200	21
139	200	17
62	201	49
63	201	42
66	201	5
67	201	29
62	202	76
63	202	43
67	202	29
174	202	1
62	203	49
63	203	9
66	203	27
67	203	20
173	203	2
174	203	2
175	203	2
176	203	3
177	203	1
62	204	27
63	204	35
64	204	30
65	204	22
66	204	42
172	204	2
173	204	3
174	204	35
175	204	71
176	204	27
177	204	3
178	204	2
64	205	25
65	205	35
66	205	14
172	205	3
173	205	30
174	205	243
175	205	359
176	205	206
177	205	19
178	205	3
172	206	3
173	206	55
174	206	342
175	206	460
176	206	314
177	206	38
178	206	2
179	206	1
172	207	3
173	207	20
174	207	179
175	207	2
176	207	168
177	207	9
178	207	3
172	208	2
173	208	4
174	208	19
175	208	52
176	208	11
177	208	3
178	208	1
173	209	2
174	209	4
175	209	3
176	209	2
177	209	2
214	209	1
215	209	1
114	210	64
115	210	30
116	210	30
117	210	30
213	210	2
214	210	22
215	210	3
216	210	2
212	211	2
213	211	81
214	211	209
215	211	121
216	211	4
211	212	1
212	212	3
213	212	171
214	212	334
215	212	234
216	212	22
217	212	1
124	213	33
125	213	38
126	213	15
212	213	2
213	213	57
214	213	174
215	213	87
216	213	2
124	214	49
125	214	58
126	214	25
213	214	2
214	214	3
215	214	2
216	214	1
65	215	20
207	218	7
206	219	17
207	219	96
208	219	40
206	220	41
207	220	60
208	220	47
217	224	2
218	224	1
219	224	2
220	224	1
215	225	1
216	225	2
217	225	3
218	225	3
219	225	3
220	225	3
221	225	1
215	226	2
216	226	6
217	226	22
218	226	78
219	226	63
220	226	11
221	226	3
222	226	1
214	227	2
215	227	3
216	227	15
217	227	231
218	227	462
219	227	424
220	227	103
221	227	5
222	227	2
214	228	1
215	228	5
216	228	38
217	228	415
218	228	608
219	228	572
220	228	236
221	228	7
222	228	3
214	229	2
215	229	4
216	229	20
217	229	268
218	229	524
219	229	463
220	229	133
221	229	5
222	229	2
215	230	2
216	230	5
217	230	39
218	230	133
219	230	111
220	230	17
221	230	3
222	230	1
215	231	1
216	231	2
217	231	3
218	231	3
219	231	3
220	231	2
221	231	3
216	232	1
217	232	2
218	232	1
219	232	2
220	232	1
163	233	1
161	234	2
162	234	2
163	234	3
164	234	2
165	234	2
160	235	2
161	235	2
162	235	70
163	235	156
164	235	77
165	235	2
166	235	2
160	236	2
161	236	17
162	236	216
163	236	368
164	236	234
165	236	28
166	236	2
160	237	2
161	237	10
162	237	155
163	237	287
164	237	183
165	237	18
166	237	2
160	238	1
161	238	2
162	238	28
163	238	58
164	238	31
165	238	2
166	238	1
162	239	2
163	239	2
164	239	2
165	239	1
220	241	37
221	241	42
222	241	28
223	241	32
178	242	20
179	242	42
180	242	27
223	242	28
224	242	78
169	243	26
178	243	47
179	243	27
180	243	14
224	243	33
168	244	17
169	244	45
170	244	6
177	244	13
178	244	79
179	244	11
168	245	32
169	245	68
170	245	32
177	245	1
178	245	82
179	245	14
169	246	26
