219	0	3
220	0	25
221	0	43
222	0	11
223	0	1
218	1	2
219	1	21
220	1	80
221	1	247
222	1	117
223	1	3
224	1	1
218	2	3
219	2	30
220	2	246
221	2	335
222	2	184
223	2	8
224	2	2
218	3	1
219	3	4
220	3	104
221	3	164
222	3	69
223	3	3
224	3	1
219	4	1
220	4	3
221	4	4
222	4	2
223	4	1
220	5	1
221	5	2
222	5	1
102	10	19
101	11	39
102	11	81
103	11	14
101	12	36
102	12	22
103	12	32
101	13	8
235	13	53
236	13	17
235	14	20
182	24	23
183	24	20
181	25	83
182	25	60
183	25	36
184	25	25
181	26	30
182	26	10
121	27	36
122	27	22
125	27	16
120	28	30
121	28	22
124	28	3
125	28	112
126	28	41
120	29	25
121	29	4
124	29	8
125	29	49
126	29	2
120	30	25
121	30	32
122	30	8
124	30	35
125	30	22
121	31	10
122	31	27
123	31	36
124	31	32
231	38	49
232	38	63
176	39	1
177	39	1
231	39	37
232	39	33
16	40	1
175	40	2
176	40	38
177	40	32
178	40	1
14	41	2
15	41	2
16	41	2
17	41	1
174	41	1
175	41	51
176	41	183
177	41	165
178	41	26
179	41	1
13	42	3
14	42	48
15	42	145
16	42	91
17	42	4
18	42	1
174	42	1
175	42	50
176	42	191
177	42	177
178	42	26
179	42	1
12	43	1
13	43	3
14	43	128
15	43	283
16	43	209
17	43	39
18	43	1
175	43	2
176	43	44
177	43	36
178	43	2
12	44	1
13	44	3
14	44	84
15	44	219
16	44	181
17	44	25
18	44	2
176	44	1
13	45	1
14	45	4
15	45	39
16	45	25
17	45	2
14	46	1
15	46	2
16	46	2
146	46	19
147	46	15
139	47	14
140	47	23
141	47	22
142	47	20
143	47	9
144	47	36
145	47	44
146	47	23
136	48	25
137	48	32
138	48	28
139	48	21
140	48	13
141	48	14
142	48	30
143	48	22
134	49	19
135	49	30
136	49	19
133	50	34
134	50	74
135	50	30
133	51	39
134	51	79
135	51	48
134	52	21
231	62	44
219	67	3
220	67	9
221	67	1
218	68	2
219	68	90
220	68	132
221	68	32
218	69	4
219	69	105
220	69	160
221	69	40
218	70	1
219	70	20
220	70	36
221	70	2
191	75	2
192	75	2
193	75	12
194	75	2
195	75	1
191	76	2
192	76	80
193	76	188
194	76	97
195	76	2
191	77	4
192	77	151
193	77	292
194	77	179
195	77	6
196	77	1
191	78	2
192	78	60
193	78	157
194	78	67
195	78	2
192	79	2
193	79	3
194	79	2
195	79	2
79	84	44
80	85	26
80	86	19
81	86	17
81	87	28
81	88	25
81	89	49
82	89	33
80	90	17
81	90	76
82	90	36
80	91	28
81	91	30
80	92	22
79	93	19
80	93	3
79	94	28
78	95	9
79	95	21
78	96	25
78	97	28
77	98	23
78	98	16
77	99	24
76	100	31
77	100	21
76	101	32
75	102	16
76	102	19
75	103	30
76	103	8
74	104	10
75	104	54
74	105	23
75	105	47
74	106	33
73	107	22
74	107	19
73	108	28
72	109	2
73	109	21
72	110	20
71	111	20
72	111	21
71	112	23
70	113	19
71	113	11
70	114	23
69	115	22
69	116	43
68	117	30
69	117	26
68	118	29
68	119	27
68	120	20
67	121	17
68	121	16
67	122	21
66	123	11
67	123	31
66	124	38
67	124	42
12	125	17
66	125	22
11	126	42
12	126	70
66	126	22
141	126	37
142	126	39
11	127	73
12	127	44
66	127	31
141	127	12
142	127	51
143	127	3
11	128	38
65	128	10
66	128	18
142	128	45
143	128	36
190	128	1
65	129	20
142	129	49
143	129	71
188	129	1
189	129	2
190	129	2
191	129	2
192	129	1
64	130	25
65	130	21
187	130	1
188	130	3
189	130	52
190	130	101
191	130	41
192	130	2
64	131	23
187	131	2
188	131	33
189	131	216
190	131	330
191	131	181
192	131	13
193	131	2
63	132	20
64	132	12
187	132	2
188	132	34
189	132	231
190	132	329
191	132	195
192	132	17
193	132	2
28	133	28
29	133	56
30	133	15
63	133	12
64	133	15
187	133	2
188	133	2
189	133	69
190	133	117
191	133	52
192	133	2
193	133	1
28	134	75
29	134	152
30	134	51
64	134	26
188	134	2
189	134	2
190	134	3
191	134	2
192	134	2
28	135	36
29	135	75
30	135	23
64	135	25
65	135	12
189	135	1
190	135	1
191	135	1
65	136	24
0	137	47
1	137	27
65	137	18
66	137	2
0	138	59
1	138	55
51	140	17
168	140	11
50	141	34
51	141	59
168	141	49
51	142	29
168	142	53
169	142	29
166	143	11
167	143	85
36	144	21
167	144	27
35	145	40
36	145	79
35	146	9
36	146	32
161	149	2
162	149	2
163	149	2
159	150	1
160	150	2
161	150	2
162	150	3
163	150	3
164	150	2
165	150	2
159	151	2
160	151	3
161	151	10
162	151	23
163	151	11
164	151	2
165	151	3
166	151	1
158	152	2
159	152	3
160	152	25
161	152	200
162	152	328
163	152	217
164	152	28
165	152	3
166	152	2
167	152	1
52	153	25
53	153	12
158	153	2
159	153	5
160	153	107
161	153	484
162	153	555
163	153	470
164	153	106
165	153	5
166	153	2
158	154	3
159	154	4
160	154	109
161	154	482
162	154	603
